,0,1, 
17242,DSM 943,"['65', '514', '605', '621', '948', '1434', 'J27', 'J127']",Streptomyces albus subsp. albus
17243,DSM 26291,['514'],Marinobacter sp.
17244,DSM 109329,['92'],Klebsiella pneumoniae
17245,DSM 27221,['1'],Comamonas terrae
17246,DSM 51465,['9'],Corallococcus coralloides
17247,DSM 52376,['9'],Myxococcus xanthus
17248,DSM 53470,['9'],Sorangium cellulosum
17249,DSM 62610,['189'],Drechslera teres
17250,DSM 108612,['381'],Escherichia coli
17251,DSM 51170,['9'],Corallococcus coralloides
17252,DSM 21634,['830c'],Pseudorhodoferax soli
17253,DSM 51600,['9'],Corallococcus coralloides
17254,DSM 24474,['535'],Aeromonas sp.
17255,DSM 26262,['11'],Lactobacillus kullabergensis
17256,DSM 43536,"['354', '645']",Mycobacterium neoaurum
17257,DSM 28778,['220'],Anoxybacillus sp.
17258,DSM 44270,"['464', '714', 'J26']",Blastococcus haudaquaticus
17259,DSM 3558,['90'],Inonotus weirii
17260,DSM 19567,['1'],Methylobacterium brachiatum
17261,DSM 23474,"['1', '220']",Bacillus sp.
17262,DSM 45539,['65'],Nocardia amikacinitolerans
17263,DSM 27578,['104'],Murimonas intestini
17264,DSM 4400,"['65', '84', '129', '214', '425', '426']",Taphrina flavorubra
17265,DSM 40452,"['65', '84', 'J42']",Streptomyces albus subsp. albus
17266,DSM 303,"['1', '1a', '78', '189', '535b', 'J22']",Bacillus mycoides
17267,DSM 19972,['11'],Liquorilactobacillus oeni
17268,DSM 21415,"['514', 'J118']",Barrientosiimonas marina
17269,DSM 106070,"['1', '693']",Acinetobacter calcoaceticus
17270,DSM 51640,['9'],Corallococcus coralloides
17271,DSM 11302,"['1', '878']",Deinococcus geothermalis
17272,DSM 15867,"['1', '830', '988']",Sphingomonas abaci
17273,DSM 6290,"['1', '90', '457']",Pseudomonas fluorescens
17274,DSM 62687,['310'],Phytophthora lateralis
17275,DSM 45342,"['65', '535']",Rhodococcus sp.
17276,DSM 27986,"['830', 'J346']",Aquihabitans daechungensis
17277,DSM 51983,['9'],Myxococcus fulvus
17278,DSM 41696,"['65', '84', 'J42', 'J61']",Streptomyces echinoruber
17279,DSM 70799,"['186', 'J25', 'J30']",Kluyveromyces lactis var. lactis
17280,DSM 3305,['190'],Dispira cornuta
17281,DSM 30755,['220'],Roseomonas mucosa
17282,DSM 45646,"['65', 'J26', 'J43']",Gordonia neofelifaecis
17283,DSM 16095,['381'],Hydrocarboniphaga effusa
17284,DSM 44096,"['65', 'J43', 'J57']",Amycolatopsis methanolica
17285,DSM 15435,"['217', '693']",Actinomyces bowdenii
17286,DSM 25088,['1199'],Novosphingobium aquaticum
17287,DSM 19288,"['1194', 'J620']",Halorubrum californiense
17288,DSM 25945,"['119', 'J198', 'J702']",Methanobacterium movens
17289,DSM 50914,['27'],Rhodospirillum rubrum
17290,DSM 41833,"['65', '84']",Streptomyces rosealbus
17291,DSM 30627,['220'],Staphylococcus saprophyticus
17292,DSM 15829,"['104', '110', '429b', '693']",Fannyhessea vaginae
17293,DSM 23523,"['830', '852']",Sporolactobacillus sp.
17294,DSM 3646,['162'],Hyphomicrobium sp.
17295,DSM 30615,['220'],Bacillus licheniformis
17296,DSM 3496,"['203', 'J251']",Methanothermus sociabilis
17297,DSM 25964,"['503', 'J940']",Aminivibrio pyruvatiphilus
17298,DSM 3822,"['395', 'J187']",Desulfurococcus amylolyticus
17299,DSM 22534,"['78', 'J14', 'J282', 'J655']",Bacteroides fluxus
17300,DSM 10784,"['110', '381', '1611']",Escherichia coli
17301,DSM 51353,['9'],Corallococcus coralloides
17302,DSM 41122,"['65', '84']",Streptomyces globosus
17303,DSM 23349,['514'],Amorphus suaedae
17304,DSM 51946,['9'],Corallococcus exiguus
17305,DSM 21412,"['92', '535', '830']",Phycicoccus sp.
17306,DSM 24859,"['830', 'J346']",Chitinophaga niastensis
17307,DSM 21786,"['457', '535']",Variovorax paradoxus
17308,DSM 9159,['1'],Novispirillum itersonii
17309,DSM 2267,"['1', '81', '428', '514', '535', '1042', 'J785']",Xanthobacter autotrophicus
17310,DSM 45422,"['65', '830']",Geodermatophilus africanus
17311,DSM 62246,['129'],Fusarium lateritium var. majus
17312,DSM 105537,['210'],Halanaerobium sp.
17313,DSM 19276,"['473', '830']",Chelativorans multitrophicus
17314,DSM 102285,['92'],Aeromicrobium sp.
17315,DSM 20553,"['11', 'J13']",Lactobacillus johnsonii
17316,DSM 24425,"['792a', 'J744']",Phorcysia thermohydrogeniphila
17317,DSM 11191,"['65', '90', '92', '693']",Pleurotus ostreatus
17318,DSM 52462,['9'],Myxococcus xanthus
17319,DSM 21191,['535'],Herbaspirillum aquaticum
17320,DSM 10295,"['9', '67', '110', '514', '704', '1614', 'J118']",Butyrivibrio hungatei
17321,DSM 8341,"['215', '428', '457']",Caballeronia sp.
17322,DSM 26230,"['129', '186']",Kazachstania psychrophila
17323,DSM 26883,"['78', '693', 'J14']",Bacteroides faecichinchillae
17324,DSM 44122,"['535', '535a', 'J26']",Corynebacterium auris
17325,DSM 28996,['1285'],Granulicella acidiphila
17326,DSM 23217,"['65', '535', 'J475']",Intrasporangium mesophilum
17327,DSM 62588,['310'],Drechslera nodulosa
17328,DSM 102881,['535'],Rhodococcus sovatensis
17329,DSM 112901,['381'],Phage (phagum)
17330,DSM 110715,['255'],Variimorphobacter  saccharofermentans
17331,DSM 8775,['193'],Desulfotomaculum sp.
17332,DSM 40181,"['65', 'J42']",Streptomyces violaceochromogenes
17333,DSM 27941,['514c'],Halioglobus japonicus
17334,DSM 44331,['554'],Micromonospora sp.
17335,DSM 43247,"['80', '535', 'J43', 'J57']",Gordonia bronchialis
17336,DSM 115612,['92'],Pseudomonas aeruginosa
17337,DSM 17093,['1033'],Truepera radiovictrix
17338,DSM 21976,['92'],Oerskovia sp.
17339,DSM 28706,['104'],Peptoanaerobacter stomatis
17340,DSM 18014,['545'],Chryseobacterium gambrini
17341,DSM 24868,['514'],Demequina mangrovi
17342,DSM 70385,"['393', 'J25', 'J30']",Ogataea pini
17343,DSM 30121,"['1', '92', '693', 'J12', 'J22']",Serratia marcescens
17344,DSM 20455,"['436', 'J675']",Ruminococcus albus
17345,DSM 28579,"['1533', 'J1026']",Balneicella halophila
17346,DSM 114904,['514'],Phage (phagum)
17347,DSM 10318,"['92', '535', '798', '830']",Tindallia magadiensis
17348,DSM 15828,"['11', '693']",Gemella cuniculi
17349,DSM 108231,['1203a'],Alistipes onderdonkii subsp. onderdonkii
17350,DSM 8590,['661'],Escherichia coli
17351,DSM 5909,['27'],Rhodoplanes roseus
17352,DSM 113409,"['92', '693']",Corynebacterium sp.
17353,DSM 10779,"['92', '220', '381', '830']",Escherichia coli
17354,DSM 1080,"['90', '92', '104', '104c', '129', '381', '693', '1203', '1203a', '1611', '1669', '1697']",Penicillium roqueforti
17355,DSM 19519,['11'],Liquorilactobacillus hordei
17356,DSM 53161,['9'],Nannocystis pusilla
17357,DSM 14563,"['535', '693']",Enterobacter hormaechei subsp. hoffmannii
17358,DSM 62116,['90'],Geomyces pannorum
17359,DSM 15914,['514'],Pseudoalteromonas maricaloris
17360,DSM 113868,['514f'],Vibrio lentus
17361,DSM 53416,['9'],Sorangium cellulosum
17362,DSM 53467,['9'],Sorangium cellulosum
17363,DSM 106749,['129'],Kwoniella endophytica
17364,DSM 52739,['9'],Cystobacter velatus
17365,DSM 108647,"['65', '215', '535', '553', '830']",Actinomadura barringtoniae
17366,DSM 20497,['11'],Latilactobacillus sakei subsp. sakei
17367,DSM 29133,"['78', '339', '1203']",Clostridioides mangenotii
17368,DSM 21173,['90'],Penicillium brevicompactum
17369,DSM 40806,['65'],Nocardia nova
17370,DSM 40257,"['65', '84', 'J42']",Streptomyces vinaceus
17371,DSM 12861,['383'],Desulfatibacillum sp.
17372,DSM 101114,['381'],Escherichia coli
17373,DSM 1906,['129'],Cunninghamella blakesleeana
17374,DSM 448,"['1', '1a', '65', '83', '84', '92', '214', '215', '246', '252', '354', '402', '514', '531', '535', '548', '553', '554', '555', '621', '645', '656', '693', '987', '993', '993c', '1009', '1027', '1159', 'J12', 'J22', 'J26', 'J28', 'J42', 'J43', 'J45', 'J52', 'J57', 'J61', 'J66', 'J104', 'J118', 'J207', 'J256', 'J275', 'J386', 'J398', 'J437', 'J505', 'J720']",Alicyclobacillus acidocaldarius subsp. acidocaldarius
17375,DSM 16267,['830'],Pleomorphomonas koreensis
17376,DSM 40910,['84'],Streptomyces longisporus
17377,DSM 100543,['92'],Paracoccus yeei
17378,DSM 43339,['65'],Rhodococcus coprophilus
17379,DSM 45371,['535'],Rhodococcus sp.
17380,DSM 14232,['514'],Pseudoalteromonas prydzensis
17381,DSM 114869,['514'],Phage (phagum)
17382,DSM 43532,"['65', '645']",Mycobacterium neumannii
17383,DSM 52073,['9'],Myxococcus fulvus
17384,DSM 14937,"['1a', '220a']",Pseudomonas trivialis
17385,DSM 41961,"['65', '252']",Streptomyces sp.
17386,DSM 526,"['9', '28', '54b', '90', '480', '480b', '480d', '481', '760', 'J160', 'J280']",Clostridium pasteurianum
17387,DSM 44950,['1027'],Actinoacidiphilus directus
17388,DSM 14861,['514'],unclassified bacterium
17389,DSM 3555,['90'],Stropharia rugosoannulata
17390,DSM 102759,['830'],Sphingomonas sp.
17391,DSM 109007,['92'],Acinetobacter radioresistens
17392,DSM 13515,['104b'],Thermoanaerobacter sp.
17393,DSM 1862,"['92', '129', '693', '830']",Aspergillus oryzae
17394,DSM 22705,"['535', '693']",Acinetobacter gyllenbergii
17395,DSM 16299,['1'],Pseudomonas rhizosphaerae
17396,DSM 17979,"['13', 'J101']",Alicyclobacillus kakegawensis
17397,DSM 45005,['514'],Saccharomonospora sp.
17398,DSM 62107,['310'],Cercospora beticola
17399,DSM 3796,['393'],Schizosaccharomyces pombe var. pombe
17400,DSM 27624,"['1293', 'J653']",Symbiobacterium ostreiconchae
17401,DSM 5030,"['1', '54', '54a', '90', '535']",Libertella disciformis
17402,DSM 18419,['514'],Exiguobacterium sp.
17403,DSM 44274,['535'],Terracoccus luteus
17404,DSM 23986,['65'],Nocardioides rubriscoriae
17405,DSM 25316,['585'],Legionella feeleii
17406,DSM 30170,['1a'],Pectobacterium carotovorum
17407,DSM 111639,['92'],Staphylococcus lloydii
17408,DSM 52215,['9'],Myxococcus stipitatus
17409,DSM 21449,['514d'],Lentibacillus sp.
17410,DSM 25228,['514'],Pacificibacter marinus
17411,DSM 28020,"['535', 'J443']",Enterobacter mori
17412,DSM 51634,['9'],Corallococcus coralloides
17413,DSM 19795,['514'],Filobacillus sp.
17414,DSM 28765,"['92', '693']",Staphylococcus epidermidis
17415,DSM 27864,['830'],Deinococcus antarcticus
17416,DSM 10742,"['65', '252', '381', '535', '545', '554', 'J61']",Escherichia coli
17417,DSM 41549,['65'],Streptomyces fradiae
17418,DSM 2332,"['92', '123', '246', '514f', '535', '693', '830', 'J26', 'J346']",Vibrio harveyi
17419,DSM 102525,['1'],Rhizobium sp.
17420,DSM 43176,"['65', '84', '554', '1765', 'J52']",Microbispora rosea subsp. aerata
17421,DSM 40924,"['65', '84']",Streptomyces glaucescens
17422,DSM 45266,"['1159', '1261', 'J275']",Prauserella aidingensis
17423,DSM 17727,"['535', 'J12']",Pseudomonas straminea
17424,DSM 103409,['11'],Weissella thailandensis
17425,DSM 647,"['1', '11', '81', '220', '452', '453', '531', 'J27', 'J75', 'J77']",Variovorax paradoxus
17426,DSM 22808,['830'],Flavisolibacter sp.
17427,DSM 29318,"['514', 'J118']",Hasllibacter halocynthiae
17428,DSM 7252,['693'],Alloiococcus otitis
17429,DSM 16485,['514'],Microbacterium sp.
17430,DSM 44907,"['535', 'J43']",Dietzia kunjamensis subsp. kunjamensis
17431,DSM 43975,['65'],Gordonia terrae
17432,DSM 103149,['514'],Phaeobacter porticola
17433,DSM 41659,"['65', '84']",Streptomyces scabiei
17434,DSM 13612,"['830', '919']",Limnobacter thiooxidans
17435,DSM 21209,['830'],Deinococcus sonorensis
17436,DSM 27776,['11'],Leuconostoc rapi
17437,DSM 15307,['92'],Deinococcus indicus
17438,DSM 102749,['830'],Sphingomonas sp.
17439,DSM 100687,"['58', 'J13']",Bifidobacterium primatium
17440,DSM 44459,"['65', '535']",Gordonia sp.
17441,DSM 44777,['645'],Rhodococcus gordoniae
17442,DSM 29433,['514'],Yoonia litorea
17443,DSM 29350,"['830c', 'J346']",Sphingorhabdus wooponensis
17444,DSM 22055,"['65', 'J26']",Citricoccus parietis
17445,DSM 44713,"['65', '84', '215', 'J43']",Cryptosporangium japonicum
17446,DSM 11525,['514'],Microbulbifer hydrolyticus
17447,DSM 43649,"['219', '354']",Mycobacterium farcinogenes
17448,DSM 5245,"['9', '90']",Tiarosporella parca
17449,DSM 30838,['92'],Facklamia sp.
17450,DSM 52155,['9'],Myxococcus stipitatus
17451,DSM 43672,"['215', '535', 'J26']",Dietzia maris
17452,DSM 42162,['65'],Streptomyces finlayi
17453,DSM 23932,['830'],Methylobacterium sp.
17454,DSM 107169,['403'],Borrelia maritima
17455,DSM 70075,['186'],Pichia kudriavzevii
17456,DSM 1479,"['1', '11', '220', '514', '586', '830', '960', '1005', 'J330', 'J335']",Paenibacillus agarexedens
17457,DSM 3374,['90'],Stropharia aeruginosa
17458,DSM 27425,"['129', '186']",Pseudozyma fusiformata
17459,DSM 52575,['9'],Myxococcales unclassified
17460,DSM 7095,['119'],Methanobacterium congolense
17461,DSM 41226,"['65', '252']",Streptomyces albidoflavus
17462,DSM 46033,['426'],Promicromonospora citrea
17463,DSM 16371,['464'],Methylobacterium aquaticum
17464,DSM 44383,"['535', 'J57']",Gordonia rhizosphera
17465,DSM 41946,"['65', '252', 'J415']",Streptomyces paucisporeus
17466,DSM 102295,"['65', '83', '514']",Glycomyces paridis
17467,DSM 110543,['514'],Pseudooctadecabacter jejudonensis
17468,DSM 30853,['92'],Micrococcus luteus
17469,DSM 102114,['339'],Acetanaerobacterium sp.
17470,DSM 2313,"['1', '412', '507b', '514', '535', '553', '830', '1426', 'J26', 'J380']",Geobacillus stearothermophilus
17471,DSM 19904,['11'],Lentilactobacillus sunkii
17472,DSM 16639,['514'],Vibrio gallicus
17473,DSM 40951,['65'],Streptomyces albus subsp. albus
17474,DSM 20618,['92'],Microbacterium sp.
17475,DSM 23280,['830'],Rhodobacter sp.
17476,DSM 25299,['220'],Paenibacillus xylanisolvens
17477,DSM 22415,['464'],Methylobacterium dankookense
17478,DSM 114829,"['92', '693']",Paracoccus yeei
17479,DSM 105488,['1076'],Mycoplasma todarodis
17480,DSM 3267,['119'],Methanothermobacter sp.
17481,DSM 2743,"['90', '129', '186']",Penicillium italicum
17482,DSM 18603,['830'],Mucilaginibacter paludis
17483,DSM 4706,['189'],Amphiporthe leiphaemia
17484,DSM 1339,"['1', '514', '1587', 'J22', 'J79', 'J118']",Methylorubrum extorquens
17485,DSM 650,"['1', '81', '220', '372', '452', '457', '462', '471', '514', '531', 'J22']",Hydrogenophaga palleronii
17486,DSM 1165,"['1', '92', '129', '372', '693']",Gliocladium roseum
17487,DSM 26426,['98'],Ensifer sojae
17488,DSM 2048,"['1', '11', '53', '92', '104', '264', '693', 'J13', 'J14', 'J26', 'J27', 'J70', 'J84']",Bacillus mycoides
17489,DSM 53118,['9'],Nannocystis exedens
17490,DSM 19944,"['78', '693']",Megamonas rupellensis
17491,DSM 18530,"['1', '830', 'J22']",Sphingomonas azotifigens
17492,DSM 101437,['1593'],Pseudanabaena sp.
17493,DSM 70280,"['186', 'J25', 'J30']",Ogataea wickerhamii
17494,DSM 103086,['390'],Pyrobaculum igneiluti
17495,DSM 4141,"['63', '65', '252', 'J389']",Desulfovibrio simplex
17496,DSM 113562,['830'],Mucilaginibacter sp.
17497,DSM 1991,"['1a', '11', '92', '377a', '693', '830', 'J280']",Pseudomonas sp.
17498,DSM 62425,['189'],Fusarium sporotrichioides var. minus
17499,DSM 112923,['381'],Phage (phagum)
17500,DSM 45818,"['737', '1536']",Frankia casuarinae
17501,DSM 43909,"['65', '554', 'J47']",Micromonospora viridifaciens
17502,DSM 9342,"['1', '535']",Acinetobacter genospecies 3
17503,DSM 104447,"['553', '554', '830']",Actinomadura soli
17504,DSM 14852,['514'],Oleispira antarctica
17505,DSM 31032,['830'],Paracoccus yeei
17506,DSM 8797,['514'],Gimesia maris
17507,DSM 4268,['90'],Moniliophthora perniciosa
17508,DSM 2288,"['3', '90', '220', '441', '693']",Azotobacter nigricans
17509,DSM 21699,['535'],Ottowia pentelensis
17510,DSM 1323,"['1', '11', '27', '92', '830', 'J26']",Peribacillus simplex
17511,DSM 12710,"['795', 'J244']",Staphylothermus hellenicus
17512,DSM 43368,"['65', '248', '550']",Thermoactinomyces vulgaris
17513,DSM 41473,"['65', 'J43', 'J66']",Nocardiopsis dassonvillei
17514,DSM 52864,['9'],Archangium violaceum
17515,DSM 62057,['129'],Fusarium oxysporum
17516,DSM 40944,"['65', '252', 'J42']",Streptomyces sp.
17517,DSM 2539,"['65', '92', '189', '215', '514', '693']",Stropharia rugosoannulata
17518,DSM 110029,['92'],Pseudomonas aeruginosa
17519,DSM 43240,['65'],Gordonia rubripertincta
17520,DSM 109326,['92'],Klebsiella pneumoniae
17521,DSM 16778,['92'],Chryseobacterium indoltheticum
17522,DSM 107559,"['535', '987']",Rhodococcus subtropicus
17523,DSM 22503,"['120b', 'J1110']",Methanosarcina subterranea
17524,DSM 195,"['1', '1a', '7', '11', '28', '78', '92', '104', '104b', '104c', '110', '129', '220', '413', '465', '503', '514', '514f', '535', '585', '634b', '693', '830', '830c', '954', '1076b', '1083', '1087', '1145', '1190', '1243', 'J14', 'J26', 'J30', 'J118', 'J168', 'J226', 'J346', 'J402', 'J482', 'J596', 'J633', 'J641', 'J674', 'J747', 'J1040']",Allochromatium vinosum
17525,DSM 4996,['90'],Gloeocystidiellum karstenii
17526,DSM 24045,"['215', '693']",Enterococcus viikkiensis
17527,DSM 6113,['1'],Bacillus thuringiensis
17528,DSM 3615,['1'],Paenibacillus larvae
17529,DSM 29322,['830'],Paenibacillus rhizoryzae
17530,DSM 23530,"['514', 'J118']",Halomonas koreensis
17531,DSM 52368,['9'],Myxococcus xanthus
17532,DSM 40265,"['65', '252', 'J42']",Streptomyces anulatus
17533,DSM 44572,['645'],Mycobacterium palustre
17534,DSM 15540,"['693', '1203']",Actinomyces graevenitzii
17535,DSM 24913,['1303'],Oleibacter marinus
17536,DSM 40274,"['65', 'J42']",Streptomyces griseoincarnatus
17537,DSM 1786,"['1', '110', '514', '830c', '1186', 'J22']",Clostridium sp.
17538,DSM 10806,"['92', '104', '381', '1203a', '1611', '1669']",Escherichia coli
17539,DSM 15101,['11'],Leuconostoc inhae
17540,DSM 105505,['220'],Corynebacterium striatum
17541,DSM 24436,"['853a', 'J874']",Fusibacter tunisiensis
17542,DSM 43110,"['65', '215', '830', 'J26', 'J43']",Promicromonospora citrea
17543,DSM 20499,['11'],Latilactobacillus curvatus
17544,DSM 110923,"['215', '693']",Eggerthella lenta
17545,DSM 21712,['830'],Sediminibacterium magnilacihabitans
17546,DSM 23412,['535'],Erwinia oleae
17547,DSM 105314,"['104', '693']",Caniella muris
17548,DSM 19604,['1'],Aeromonas popoffii
17549,DSM 12493,"['92', '693', 'J256']",Streptococcus peroris
17550,DSM 41801,"['65', '84', '252', 'J66']",Streptomyces monomycini
17551,DSM 103735,['535'],Rouxiella silvae
17552,DSM 114292,['92'],Streptomyces albus subsp. albus
17553,DSM 51709,['9'],Corallococcus coralloides
17554,DSM 112937,['381'],Phage (phagum)
17555,DSM 30657,['220'],Micrococcus luteus
17556,DSM 41832,"['65', '84']",Streptomyces phemorphus
17557,DSM 62741,['90'],Leucostoma cinctum
17558,DSM 40756,"['65', '84']",Streptomyces olivaceus
17559,DSM 6462,"['463', '464']",Chelatococcus asaccharovorans
17560,DSM 1616,"['182', 'J171']",Saccharolobus solfataricus
17561,DSM 23325,"['830', 'J26', 'J346']",Nocardioides alpinus
17562,DSM 102654,['1629'],Methylophilus sp.
17563,DSM 8741,['11'],Lacticaseibacillus paracasei subsp. paracasei
17564,DSM 19791,"['830', 'J23']",Sphingosinicella microcystinivorans
17565,DSM 103222,"['514', 'J916']",Pontibacter aydingkolensis
17566,DSM 102171,['830'],Roseomonas globiformis
