taxid,cultures,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes,lineage
2865673,"['J45', 'J42', '65', 'J58']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
332186,"['J443', '514']",Shewanella xiamenensis,2,5041619,2331481,4477,4296, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Shewanellaceae  Shewanella
84022,['677'],Clostridium aceticum,2,4207037,1484407,3986,3841, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
1679721,['255'],Herbinix luporum,1,2609352,919852,2436,2339, Terrabacteria group  Bacillota  Clostridia  Lachnospirales  Lachnospiraceae  Herbinix
216931,['1076b'],Spiroplasma alleghenense,1,1336077,394025,1183,1140, Terrabacteria group  Mycoplasmatota  Mollicutes  Entomoplasmatales  Spiroplasmataceae  Spiroplasma
391623,['760'],Thermococcus barophilus MP,2,2064237,860100,2281,2213, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus  Thermococcus barophilus
198214,"['1', '693', '92']",Shigella flexneri 2a str. 301,2,4828820,2446009,4788,4313, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Shigella  Shigella flexneri  Shigella flexneri 2a
129817,"['220', 'J12', '457', '1']",Pseudomonas brenneri,1,6032706,3628155,5553,5369, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas fluorescens group
2815720,"['1749', '1', '535']",Pseudomonas germanica,1,6713530,3967162,6005,5844, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas
2865673,['514'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
67826,"['535', '693']",Citrobacter sedlakii,3,4967243,2699546,4759,4536, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Citrobacter  Citrobacter freundii complex
84022,['104b'],Clostridium aceticum,2,4207037,1484407,3986,3841, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
398578,"['J27', '535']",Delftia acidovorans SPH-1,1,6767514,4498790,6261,6131, Pseudomonadota  Betaproteobacteria  Burkholderiales  Comamonadaceae  Delftia  Delftia acidovorans
936337,['92'],Microbacterium amylolyticum,2,2588344,1670013,2507,2381, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Microbacterium
1420917,"['J118', '514']",Marinobacter salarius,2,4630160,2638638,4279,4201, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Marinobacteraceae  Marinobacter
938288,['78'],Fenollaria massiliensis,1,1609887,558731,1514,1437, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Eubacteriales incertae sedis  Fenollaria
2865673,"['252', 'J42', '84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2291,"['195', '638', '92']",Desulfobacter hydrogenophilus,3,5157696,2399813,4628,4507, Thermodesulfobacteriota  Desulfobacteria  Desulfobacterales  Desulfobacteraceae  Desulfobacter
487316,"['830', 'J27', '92', '1']",Acinetobacter soli,2,3520755,1507694,3257,3138, Pseudomonadota  Gammaproteobacteria  Moraxellales  Moraxellaceae  Acinetobacter
2377,"['65', '645', 'J50', 'J57', 'J43', '621', '535', 'J49', '83', '311c']",Sporomusa termitida,2,5316008,2609910,4964,4782, Terrabacteria group  Bacillota  Negativicutes  Selenomonadales  Sporomusaceae  Sporomusa
2865673,"['J66', '65', 'J58']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2932259,['514'],Halobacillus amylolyticus,2,4299351,1749880,4358,4101, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Halobacillus
891,"['1584', 'J1062']",Desulfuromonas acetoxidans,4,3838314,1985055,3444,3373, Thermodesulfobacteriota  Desulfuromonadia  Desulfuromonadales  Desulfuromonadaceae  Desulfuromonas
1052,"['1321', '92', '250', '219', 'J282', '58', '514', '84', '645', '354', '129', '186', 'J1194', '104', '1', '215', '693', '791', 'J43', '535', '141a', '65', '220', '554', '253']",Halorhodospira halochloris,1,2834560,1588146,2590,2494, Pseudomonadota  Gammaproteobacteria  Chromatiales  Ectothiorhodospiraceae  Halorhodospira
2291,['195'],Desulfobacter hydrogenophilus,3,5157696,2399813,4628,4507, Thermodesulfobacteriota  Desulfobacteria  Desulfobacterales  Desulfobacteraceae  Desulfobacter
1441095,['220'],Bacillus gobiensis,1,4597707,1859236,4754,4504, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Bacillus
1221500,['92'],Fictibacillus phosphorivorans,1,4230665,1664749,4352,4241, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Fictibacillus
1480154,['668'],Marchantia polymorpha subsp. ruderalis,9,241484302,105210628,18391,18136, Viridiplantae  Streptophyta  Streptophytina  Embryophyta  Marchantiophyta  Marchantiopsida  Marchantiidae  Marchantiales  Marchantiaceae  Marchantia  Marchantia polymorpha
1122984,"['J14', '693', '104']",Prevotella intermedia ATCC 25611 = DSM 20706,2,2674170,1161703,2236,2106, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Prevotellaceae  Prevotella  Prevotella intermedia
487909,['1'],Xanthomonas translucens pv. undulosa,3,4649333,3159211,4041,3797, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Xanthomonas  Xanthomonas translucens
411474,"['634c', '339a', 'J1130']",Coprococcus eutactus ATCC 27759,1,3113335,1341716,2728,2617, Terrabacteria group  Bacillota  Clostridia  Lachnospirales  Lachnospiraceae  Coprococcus  Coprococcus eutactus
479432,"['J52', 'J42', '553', '84', '65']",Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Streptosporangiaceae  Streptosporangium  Streptosporangium roseum
676,"['J22', 'J7', 'J12', '92', '514', '693']",Vibrio fluvialis,2,4827733,2410281,4500,4327, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
1414719,['693'],Corynebacterium jeddahense,1,2567696,1719531,2452,2333, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Corynebacteriaceae  Corynebacterium
502025,"['958', 'J341']",Haliangium ochraceum DSM 14365,1,9446314,6563619,6930,6791, Myxococcota  Polyangia  Haliangiales  Kofleriaceae  Haliangium  Haliangium ochraceum
89093,"['693', '92']",Ignavigranum ruoffiae,1,1949382,773424,1858,1788, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Aerococcaceae  Ignavigranum
223182,"['J168', 'J574', '372']",Halobacterium noricense,3,3316796,2147639,3555,3419, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Halobacteriaceae  Halobacterium
1902580,['92'],Macrococcus epidermidis,1,2480757,842170,2659,2554, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Macrococcus
2865673,"['84', '65', 'J43']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1424653,"['792a', 'J1003']",Caminibacter pacificus,2,1871566,637272,2038,1968, Campylobacterota  Epsilonproteobacteria  Nautiliales  Nautiliaceae  Caminibacter
2865673,"['252', 'J51', '84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2865673,"['252', '84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1216297,['1730'],Virgibacillus natechei,1,3867590,1486775,3864,3699, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Virgibacillus
437897,"['J14', '339a', '104', '78', '693']",Megamonas funiformis,1,2310709,727931,2233,2149, Terrabacteria group  Bacillota  Negativicutes  Selenomonadales  Selenomonadaceae  Megamonas
2211106,['142'],Thiomicrorhabdus aquaedulcis,2,2537035,1148684,2450,2323, Pseudomonadota  Gammaproteobacteria  Thiotrichales  Piscirickettsiaceae  Thiomicrorhabdus
469616,"['J14', '339', '110', '92', 'J13', '104', '693']",Fusobacterium mortiferum ATCC 9817,1,2716766,795706,2721,2600, Fusobacteriota  Fusobacteriia  Fusobacteriales  Fusobacteriaceae  Fusobacterium  Fusobacterium mortiferum
666685,['830c'],Rhodanobacter denitrificans,2,4134749,2795932,3824,3725, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Rhodanobacteraceae  Rhodanobacter
53407,"['1015', '535', 'J156', '54', '1']",Pseudomonas asplenii,1,6529636,3997675,5763,5593, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas
2762277,['360'],Entomobacter blattae,1,2701842,1227360,2459,2288, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Entomobacter
2080742,['92'],Agromyces badenianii,1,3052052,2129954,2907,2837, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Agromyces
1526412,['92'],Microbacterium endophyticum,1,2916114,1801670,2762,2695, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Microbacterium
552386,['101'],Vibrio gallaecicus,2,5126655,2122925,4571,4346, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
1784719,['92'],Leucobacter triazinivorans,1,3478815,2413281,3139,3058, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Leucobacter
530584,"['J43', '65', '553']",Prauserella marina,2,6986413,4722572,6590,6478, Terrabacteria group  Actinomycetota  Actinomycetes  Pseudonocardiales  Pseudonocardiaceae  Prauserella
489910,['693'],Nosocomiicoccus ampullae,2,1551959,534948,1612,1529, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Nosocomiicoccus
1307839,"['1527a', 'J1131']",Salinivirga cyanobacteriivorans,1,4812386,1878485,3833,3741, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Salinivirgaceae  Salinivirga
160791,"['J27', '1', '457']",Rhizorhabdus wittichii,3,6073182,4108014,5858,5726, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Rhizorhabdus
3017781,"['J149', '948', '773']",Paracoccus aerodenitrificans,5,3558095,2158562,3511,3373, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Paracoccaceae  Paracoccus
573065,['595'],Asticcacaulis excentricus CB 48,4,4308776,2564070,3860,3768, Pseudomonadota  Alphaproteobacteria  Caulobacterales  Caulobacteraceae  Asticcacaulis  Asticcacaulis excentricus
2865673,['65'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
307121,"['J61', '656', '535', '554', '65']",Micromonospora krabiensis,1,7074838,5151398,6531,6351, Terrabacteria group  Actinomycetota  Actinomycetes  Micromonosporales  Micromonosporaceae  Micromonospora
47960,['518'],Guyparkeria halophila,1,2452836,1605664,2257,2192, Pseudomonadota  Gammaproteobacteria  Chromatiales  Thioalkalibacteraceae  Guyparkeria
243273,['1076b'],Mycoplasmoides genitalium G37,1,580076,183821,568,517, Terrabacteria group  Mycoplasmatota  Mycoplasmoidales  Mycoplasmoidaceae  Mycoplasmoides  Mycoplasmoides genitalium
323097,"['84', '252', '987', '553', '756c', '535', '554', '756a', '756b', '83', '514', '65', '756']",Nitrobacter hamburgensis X14,4,5011522,3087965,4899,4488, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Nitrobacteraceae  Nitrobacter  Nitrobacter hamburgensis
525897,"['J616', '641']",Desulfomicrobium baculatum DSM 4028,1,3942657,2312250,3524,3444, Thermodesulfobacteriota  Desulfovibrionia  Desulfovibrionales  Desulfomicrobiaceae  Desulfomicrobium  Desulfomicrobium baculatum
1930276,['1560'],Adhaeretor mobilis,1,5996859,3302076,4784,4663, PVC group  Planctomycetota  Planctomycetia  Pirellulales  Lacipirellulaceae  Adhaeretor
693661,['796'],Archaeoglobus veneficus SNP6,1,1901943,894845,2181,2125, Euryarchaeota  Archaeoglobi  Archaeoglobales  Archaeoglobaceae  Archaeoglobus  Archaeoglobus veneficus
111844,"['693', '92']",Mannheimia pernigra,3,2262740,889116,2274,2138, Pseudomonadota  Gammaproteobacteria  Pasteurellales  Pasteurellaceae  Mannheimia
83683,['231'],Lactobacillus amylolyticus,2,1601193,612817,1675,1475, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Lactobacillaceae  Lactobacillus
479435,"['J52', 'J42', '92', '914']",Kribbella flavida DSM 17836,1,7579488,5348686,7131,7033, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Kribbellaceae  Kribbella  Kribbella flavida
2483799,['514'],Georgenia faecalis,1,3432109,2534925,3018,2928, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Bogoriellaceae  Georgenia
479432,"['252', 'J51', '84', '65']",Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Streptosporangiaceae  Streptosporangium  Streptosporangium roseum
2865673,['65'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
92172,['514c'],Vibrio aerogenes,3,5368019,2454604,4713,4532, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
1852373,"['78', '693']",Murdochiella vaginalis,1,1671491,827028,1491,1420, Terrabacteria group  Bacillota  Tissierellia  Tissierellales  Peptoniphilaceae  Murdochiella
215358,['9'],Larimichthys crocea,26,657939657,271067479,27392,23367, Opisthokonta  Metazoa  Eumetazoa  Bilateria  Deuterostomia  Chordata  Craniata  Vertebrata  Gnathostomata  Teleostomi  Euteleostomi  Actinopterygii  Actinopteri  Neopterygii  Teleostei  Osteoglossocephalai  Clupeocephala  Euteleosteomorpha  Neoteleostei  Eurypterygia  Ctenosquamata  Acanthomorphata  Euacanthomorphacea  Percomorphaceae  Eupercaria  Eupercaria incertae sedis  Sciaenidae  Larimichthys
1548,"['J14', '110', 'J13']",Clostridium scatologenes,1,5749410,1702232,5305,5140, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
55583,['732'],Dehalobacter restrictus,1,3049426,1356227,2993,2889, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Desulfitobacteriaceae  Dehalobacter
2810562,['1040'],Desulfoluna limicola,1,6263790,3454068,4832,4724, Thermodesulfobacteriota  Desulfobacteria  Desulfobacterales  Desulfolunaceae  Desulfoluna
2715679,['1277b'],Dissulfurispira thermophila,1,2370875,918485,2445,2374, Nitrospirota  Thermodesulfovibrionia  Thermodesulfovibrionales  Dissulfurispiraceae  Dissulfurispira
540747,['514'],Roseovarius indicus,5,6173065,3972526,6061,5925, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Roseobacteraceae  Roseovarius
37931,"['J66', '987', 'J42', '514', '84', 'J475', 'J50', 'J398', '553', '63', '215', '252', 'J45', 'J43', '535', '547', '163', '65', '53', 'J415', 'J58']",Paenarthrobacter ureafaciens,3,4724281,2988508,4392,4242, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Paenarthrobacter
345632,['826'],Geobacter pickeringii,1,3618700,2253464,3386,3296, Thermodesulfobacteriota  Desulfuromonadia  Geobacterales  Geobacteraceae  Geobacter
479432,"['J50', 'J346', 'J52', '553', 'J118', '554', '65']",Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Streptosporangiaceae  Streptosporangium  Streptosporangium roseum
2111,['1076b'],Metamycoplasma arthritidis,1,806209,247886,649,605, Terrabacteria group  Mycoplasmatota  Mycoplasmoidales  Metamycoplasmataceae  Metamycoplasma
1712410,['124'],Thermanaerosceptrum fracticalcis,1,3805411,1719833,3869,3732, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Peptococcaceae  Thermanaerosceptrum
1196095,"['535', '545']",Gilliamella apicola,1,3139412,1055385,2823,2716, Pseudomonadota  Gammaproteobacteria  Orbales  Orbaceae  Gilliamella
906968,"['1494', '78a']",Treponema brennaborense DSM 12168,1,3055580,1572797,2648,2573, Spirochaetota  Spirochaetia  Spirochaetales  Treponemataceae  Treponema  Treponema brennaborense
71998,"['J14', 'J612', '830', '760', 'J280', 'J161', '104b', '104', '693']",Thermococcus pacificus,1,1785673,968563,2001,1931, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus
926566,['830'],Terriglobus roseus DSM 18391,1,5227858,3151418,4316,4232, Acidobacteriota  Terriglobia  Terriglobales  Acidobacteriaceae  Terriglobus  Terriglobus roseus
2498135,"['65', 'J118', '514', '993', '1241']",Streptomonospora litoralis,2,5814190,4193912,5072,4931, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Nocardiopsaceae  Streptomonospora
28202,"['257', '1012']",Peredibacter starrii,1,4153408,1773479,4150,4103, Bdellovibrionota  Bacteriovoracia  Bacteriovoracales  Bacteriovoracaceae  Peredibacter
1382466,['514'],Winogradskyella sediminis,1,3688445,1240464,3236,3171, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Winogradskyella
1515612,"['1', '462']",Sphingopyxis fribergensis,2,5202172,3316470,4959,4857, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Sphingopyxis
2527995,"['1695', '1560']",Symmachiella dynata,1,7767809,4297171,5942,5846, PVC group  Planctomycetota  Planctomycetia  Planctomycetales  Planctomycetaceae  Symmachiella
260552,['514'],Microbulbifer agarilyticus,1,4255625,2359341,3541,3465, Pseudomonadota  Gammaproteobacteria  Cellvibrionales  Microbulbiferaceae  Microbulbifer
302167,"['J118', '514']",Virgibacillus dokdonensis,1,4263520,1559797,3963,3811, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Virgibacillus
167879,"['1120', 'J235']",Colwellia psychrerythraea 34H,1,5373180,2042100,4577,4418, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Colwelliaceae  Colwellia  Colwellia psychrerythraea
715473,"['65', 'J43']",Amycolatopsis acidiphila,1,8183622,5762860,8091,7843, Terrabacteria group  Actinomycetota  Actinomycetes  Pseudonocardiales  Pseudonocardiaceae  Amycolatopsis
334715,['514c'],Salinivibrio proteolyticus,2,3753148,1865718,3475,3290, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Salinivibrio
1123288,['311'],Sporomusa ovata DSM 2662,1,5433971,2357720,5315,5112, Terrabacteria group  Bacillota  Negativicutes  Selenomonadales  Sporomusaceae  Sporomusa  Sporomusa ovata
511051,['1211'],Caldisericum exile AZM16c01,1,1558103,551177,1569,1511, Caldisericota/Cryosericota group  Caldisericota  Caldisericia  Caldisericales  Caldisericaceae  Caldisericum  Caldisericum exile
2596828,['830'],Microlunatus elymi,1,5121194,3423991,4724,4615, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Propionibacteriaceae  Microlunatus
