,Organism DSMZ ID,TaxonID,Organism Name,Media list
4888,44553,185642,Mycobacterium parmense, MIDDELBROOK medium
4889,43271,43304,Mycobacterium peregrinum, L?WENSTEIN-JENSEN medium
4890,44182,188917,Mycobacterium petroleophilum, MIDDELBROOK medium
4891,750,1771,Mycobacterium phlei, NUTRIENT AGAR
4892,45104,319706,Mycobacterium phocaicum, MIDDELBROOK medium
4893,44242,39693,Mycobacterium porcinum, MYCOBACTERIUM medium
4894,44585,39694,Mycobacterium poriferae, MIDDELBROOK medium
4895,45108,265949,Mycobacterium pseudoshottsii, MIDDELBROOK medium
4896,44697,216929,Mycobacterium psychrotolerans, MIDDELBROOK medium
4897,44222,36813,Mycobacterium pulveris, L?WENSTEIN-JENSEN medium
4898,44605,187102,Mycobacterium pyrenivorans, MIDDELBROOK medium
4899,44364,75920,Mycobacterium ratisbonense, L?WENSTEIN-JENSEN medium
4900,44223,36814,Mycobacterium rhodesiae, L?WENSTEIN-JENSEN medium
4901,45176,486698,Mycobacterium riyadhense, MIDDELBROOK medium
4902,45406,318424,Mycobacterium rufum, MIDDELBROOK medium
4903,45405,370526,Mycobacterium rutilum, MIDDELBROOK medium
4904,43276,404941,Mycobacterium salmoniphilum, L?WENSTEIN-JENSEN medium
4905,44616,220927,Mycobacterium saskatchewanense, MIDDELBROOK medium
4906,43992,1783,Mycobacterium scrofulaceum, L?WENSTEIN-JENSEN medium
4907,43660,1796,Mycobacterium senegalense, L?WENSTEIN-JENSEN medium
4908,44999,386913,Mycobacterium senuense, MIDDELBROOK medium
4909,44998,386911,Mycobacterium seoulense, MIDDELBROOK medium
4910,44393,98668,Mycobacterium septicum, MIDDELBROOK medium
4911,45070,431269,Mycobacterium setense, MIDDELBROOK medium
4912,45441,243061,Mycobacterium sherrisii, MIDDELBROOK medium
4913,44152,29313,Mycobacterium shimoidei, L?WENSTEIN-JENSEN medium
4914,45663,398694,Mycobacterium shinjukuense, MIDDELBROOK medium
4915,44165,1784,Mycobacterium simiae, MYCOBACTERIUM medium
4916,751,1772,Mycobacterium smegmatis, NUTRIENT AGAR
4917,6387,null,Mycobacterium sp., L?WENSTEIN-JENSEN medium
4918,44076,1786,Mycobacterium sphagni,  For DSM 3247
4919,45059,470076,Mycobacterium stomatepiae, MIDDELBROOK medium
4920,44166,1787,Mycobacterium szulgai, L?WENSTEIN-JENSEN medium
4921,43540,1788,Mycobacterium terrae, Peptone MEAT EXTRACT GLYCEROL AGAR
4922,44167,1797,Mycobacterium thermoresistibile, L?WENSTEIN-JENSEN medium
4923,44635,39695,Mycobacterium tokaiense, L?WENSTEIN-JENSEN medium
4924,44626,47839,Mycobacterium triplex, MIDDELBROOK medium
4925,44153,1798,Mycobacterium triviale, L?WENSTEIN-JENSEN medium
4926,44338,75922,Mycobacterium tusciae, MEDIUM 645 MODIFIED FOR DSM 44338
4927,43516,1810,Mycobacterium vaccae, L?WENSTEIN-JENSEN medium
4928,7251,110539,Mycobacterium vanbaalenii, PLATES WITH FLUORANTHENE
4929,45247,547163,Mycobacterium vulneris, MIDDELBROOK medium
4930,43995,1789,Mycobacterium xenopi, L?WENSTEIN-JENSEN medium
4931,44838,368477,Mycobacterium yunnanensis, MIDDELBROOK medium
4932,7132,28320,Mycoplana dimorph, NUTRIENT AGAR
4933,7292,40837,Mycoplana ramos, NUTRIENT AGAR
4934,22114,51362,Mycoplasma adleri, MEDIUM 1076b MODIFIED FOR DSM 22114
4935,19201,2094,Mycoplasma arginini, MEDIUM 1076b MODIFIED FOR DSM 19201
4936,22113,2111,Mycoplasma arthritidis, MEDIUM 1076b MODIFIED FOR DSM 22113
4937,21657,29553,Mycoplasma bovirhinis, MEDIUM 1076b MODIFIED FOR DSM 21657
4938,22781,28903,Mycoplasma bovis, MEDIUM 1076b MODIFIED FOR DSM 22781
4939,21484,45362,Mycoplasma bovoculi, MEDIUM 1076b MODIFIED FOR DSM 21484
4940,21477,2113,Mycoplasma californicum, MEDIUM 1076b MODIFIED FOR DSM 21477
4941,22020,51364,Mycoplasma cottewii, MEDIUM 1076b MODIFIED FOR DSM 22020
4942,19993,86660,Mycoplasma dispar, MEDIUM 1076b MODIFIED FOR DSM 19993
4943,21204,92758,Mycoplasma fastidiosum, MEDIUM 1076b MODIFIED FOR DSM 21204
4944,19202,2115,Mycoplasma fermentans, MEDIUM 1076b MODIFIED FOR DSM 19202
4945,19816,29557,Mycoplasma gallinarum, MEDIUM 1076b MODIFIED FOR DSM 19816
4946,19817,2096,Mycoplasma gallisepticum, MEDIUM 1076b MODIFIED FOR DSM 19817
4947,19775,2097,Mycoplasma genitalium, MEDIUM 1076b MODIFIED FOR DSM 19775
4948,25592,2098,Mycoplasma hominis, MEDIUM 1076b MODIFIED FOR DSM 25592
4949,25591,2100,Mycoplasma hyorhinis, FRIIS medium
4950,22062,171286,Mycoplasma lagogenitalium, MEDIUM 1076b MODIFIED FOR DSM 22062
4951,21131,2105,Mycoplasma leachii, MEDIUM 1076b MODIFIED FOR DSM 21131
4952,22145,29561,Mycoplasma meleagridis, MEDIUM 1076b MODIFIED FOR DSM 22145
4953,19518,38746,Mycoplasma microti, MEDIUM 1076b MODIFIED FOR DSM 19518
4954,22457,458208,Mycoplasma mucosicanis, MEDIUM 1076b MODIFIED FOR DSM 22457
4955,22061,40477,Mycoplasma mycoides subsp. capri, MEDIUM 1076b MODIFIED FOR DSM 22061
4956,24097,null,Mycoplasma neophronis, SP4-Z medium
4957,25590,2121,Mycoplasma orale, MEDIUM 1076b MODIFIED FOR DSM 25590
4958,22633,28227,Mycoplasma penetrans, MEDIUM 1076b MODIFIED FOR DSM 22633
4959,23979,2104,Mycoplasma pneumoniae, MEDIUM 1076b MODIFIED FOR DSM 23979
4960,22144,2107,Mycoplasma pulmonis, MEDIUM 1076b MODIFIED FOR DSM 22144
4961,22021,39047,Mycoplasma sturni, MEDIUM 1076b MODIFIED FOR DSM 22021
4962,23537,2125,Mycoplasma sualvi, MEDIUM 1076b MODIFIED FOR DSM 23537
4963,21430,2109,Mycoplasma synoviae, MEDIUM 1076b MODIFIED FOR DSM 21430
4964,22019,51365,Mycoplasma yeatsii, MEDIUM 1076b MODIFIED FOR DSM 22019
4965,23048,703342,Myroides marinus, BACTO MARINE BROTH (DIFCO 2216)
4966,2802,256,Myroides odoratus, NUTRIENT AGAR
4967,23313,null,Myroides phaeus, TRYPTONE SOYA BROTH (TSB)
4968,19823,480520,Myroides profundi, BACTO MARINE BROTH (DIFCO 2216)
4969,52510,33,Myxococcus fulvus, VY/2 AGAR
4970,52535,83455,Myxococcus stipitatus, VY/2 AGAR
4971,52539,83456,Myxococcus virescens, VY/2 AGAR
4972,52570,34,Myxococcus xanthus, VY/2 AGAR
4973,19367,null,Nakamurella lacte, GYM STREPTOMYCES medium
4974,44233,53461,Nakamurella multipartit, RICH medium
4975,52971,null,Nannocystis exedens subsp. aggregans, VY/2 AGAR
4976,52980,null,Nannocystis exedens subsp. cinnabari, VY/2 AGAR
4977,53056,null,Nannocystis exedens subsp. exedens, VY/2 AGAR
4978,14640,null,Nannocystis exedens subsp. glomerat, VY/2 AGAR
4979,14629,null,Nannocystis exedens subsp. pull, VY/2 AGAR
4980,14622,889268,Nannocystis pusill, VY/2 AGAR
4981,53177,null,Nannocystis sp., VY/2 AGAR
4982,18059,375929,Natranaerobius thermophilus, NATRANAEROBIUS medium
4983,18760,759412,Natranaerobius trueperi,  For DSM 18760
4984,24176,null,Natranaerovirga hydrolytic,  For DSM 24176 and DSM 24629
4985,24629,null,Natranaerovirga pectinivor,  For DSM 24176 and DSM 24629
4986,13077,129789,Natrialba aegypti, HALOBACTERIUM medium
4987,12278,64602,Natrialba asiatic, HALOBACTERIA medium
4988,3394,13769,Natrialba magadii, NATRONOBACTERIA medium
4989,12281,160846,Natrialba taiwanensis, HALOBACTERIA medium
4990,21771,549003,Natribacillus halophilus, MEDIUM 372 MODIFIED FOR DSM 21771
4991,18194,373386,Natrinema ejinorense, medium FOR HALOPHILIC ARCHAEA
4992,15623,69527,Natrinema pallidum, HALOBACTERIA medium
4993,15624,69525,Natrinema pellirubrum, HALOBACTERIA medium
4994,25055,1186196,Natrinema salaciae, HALOBACTERIA medium
4995,16034,88724,Natrinema versiforme, HALOBACTERIA medium
4996,9952,52004,Natroniella acetigen, NATRONIELLA medium
4997,22104,null,Natroniella sulfidigen, AHT3 medium
4998,18346,393762,Natronincola ferrireducens,  For DSM 18346 and DSM 18979
4999,11416,89959,Natronincola histidinovorans, NATRONINCOLA HISTIDINOVORANS medium
5000,18979,426128,Natronincola peptidivorans,  For DSM 18346 and DSM 18979
5001,3393,44930,Natronobacterium gregoryi, NATRONOBACTERIA medium
5002,10524,44470,Natronococcus amylolyticus, NATRONOBACTERIA medium
5003,18795,413812,Natronococcus jeotgali, medium FOR H. DOMBROWSKII
5004,3396,29288,Natronococcus occultus, NATRONOBACTERIA medium
5005,24179,null,Natronoflexus pectinivorans,  For DSM 24179
5006,18674,416273,Natronomonas moolapensis, HALOQUADRATUM WALSBYI medium
5007,3395,2257,Natronomonas pharaonis, NATRONOBACTERIA medium
5008,13204,63128,Natronorubrum tibetense, NATRONOBACTERIA medium
5009,18770,759415,Natronovirga wadinatrunensis,  For DSM 18770
5010,26436,481446,Nautella italic, BACTO MARINE BROTH (DIFCO 2216)
5011,21157,498371,Nautilia abyssi,  For DSM 21157
5012,13520,128945,Nautilia lithotrophic, NAUTILIA medium
5013,22087,646273,Nautilia nitratireducens, NAUTILIA NITRATIREDUCENS MEDIUM
5014,18972,244787,Nautilia profundicol, AmH MEDIUM
5015,26409,908285,Necropsobacter rosorum, COLUMBIA BLOOD medium
5016,21255,620903,Negativicoccus succinicivorans, COLUMBIA BLOOD medium
5017,23392,492,Neisseria animalis, COLUMBIA BLOOD medium
5018,21642,326522,Neisseria animaloris, COLUMBIA BLOOD medium
5019,23338,267212,Neisseria bacilliformis, COLUMBIA BLOOD medium
5020,18000,493,Neisseria canis, COLUMBIA BLOOD AGAR
5021,4630,483,Neisseria cinere, COLUMBIA BLOOD medium
5022,19151,194197,Neisseria dentiae, COLUMBIA BLOOD AGAR
5023,17712,214482,Neisseria elongata subsp. elongat, COLUMBIA BLOOD AGAR
5024,23337,88719,Neisseria elongata subsp. glycolytic, COLUMBIA BLOOD medium
5025,17632,90367,Neisseria elongata subsp. nitroreducens, COLUMBIA BLOOD medium
5026,17633,484,Neisseria flavescens, COLUMBIA BLOOD AGAR
5027,15130,485,Neisseria gonorrhoeae, COLUMBIA BLOOD AGAR
5028,4691,486,Neisseria lactamic, BLOOD AGAR I
5029,19175,496,Neisseria macacae, COLUMBIA BLOOD AGAR
5030,15465,487,Neisseria meningitidis, COLUMBIA BLOOD AGAR
5031,4631,488,Neisseria mucos, COLUMBIA BLOOD medium
5032,18009,33053,Neisseria perflav, COLUMBIA BLOOD AGAR
5033,22809,489,Neisseria polysacchare, COLUMBIA BLOOD AGAR
5034,22244,607712,Neisseria shayeganii, COLUMBIA BLOOD medium
5035,17713,490,Neisseria sicc, COLUMBIA BLOOD AGAR
5036,17610,28449,Neisseria subflav, COLUMBIA BLOOD medium
5037,22245,607711,Neisseria wadsworthii, COLUMBIA BLOOD medium
5038,17688,28091,Neisseria weaveri, COLUMBIA BLOOD AGAR
5039,21643,326523,Neisseria zoodegmatis, COLUMBIA BLOOD medium
5040,25737,null,Neoscardovia arbecensis, PYG-MEDIUM (modified)
5041,22306,null,Neptunomonas antarctic, BACTO MARINE BROTH (DIFCO 2216)
5042,18939,417574,Neptunomonas japonic, BACTO MARINE BROTH (DIFCO 2216)
5043,16183,75688,Neptunomonas naphthovorans, BACTO MARINE BROTH (DIFCO 2216)
5044,16309,282199,Nereida ignav, BACTO MARINE BROTH (DIFCO 2216)
5045,16456,197461,Nesiotobacter exalbescens, BACTO MARINE BROTH (DIFCO 2216)
5046,17733,269144,Nesterenkonia aethiopic, TRYPTICASE SOY Yeast extract medium
5047,19423,515814,Nesterenkonia alb, TRYPTICASE SOY Yeast extract medium
5048,19422,469799,Nesterenkonia flav, TRYPTICASE SOY Yeast extract medium
5049,20541,37922,Nesterenkonia halobi, CORYNEBACTERIUM medium WITH SALT
5050,16378,302044,Nesterenkonia halophil, MEDIUM 53 MODIFIED FOR DSM 16378
5051,15474,225325,Nesterenkonia halotolerans, NESTERENKONIA MODIFIED medium
5052,19081,317018,Nesterenkonia jeotgali, BACTO MARINE BROTH (DIFCO 2216)
5053,12544,150832,Nesterenkonia lacusekhoensis, BACTO MARINE BROTH (DIFCO 2216)
5054,15666,272919,Nesterenkonia lute, MODIFIED ISP5 MEDIUM WITH SODIUM CHLORIDE
5055,15664,272918,Nesterenkonia sandarakin, ISP2 medium
5056,15475,225327,Nesterenkonia xinjiangensis, MODIFIED ISP5 medium
5057,11500,64002,Nevskia ramos, R2A medium
5058,19509,418856,Nevskia soli,
5059,25747,675609,Nevskia terrae, R2A medium
5060,17617,379900,Niabella aurantiac, R2A medium
5061,19437,446683,Niabella soli, R2A medium
5062,17620,354356,Niastella koreensis, R2A medium
5063,17621,354355,Niastella yeongjuensis, R2A medium
5064,16380,271160,Nicoletella semolin, COLUMBIA BLOOD AGAR WITH CHARCOAL
5065,18348,390877,Nisaea denitrificans, BACTO MARINE BROTH (DIFCO 2216)
5066,19540,568392,Nisaea nitritireducens, BACTO MARINE BROTH (DIFCO 2216)
5067,16511,269261,Nitratifractor salsuginis, NITRATIRUPTOR AND NITRATIFACTOR MEDIUM
5068,15645,204799,Nitratireductor aquibiodomus, R2A medium
5069,19185,430679,Nitratireductor kimnyeongensis, TRYPTONE SOYA BROTH (TSB)
5070,24322,null,Nitratireductor lucknowense, TRYPTONE SOYA BROTH (TSB)
5071,16512,269259,Nitratiruptor tergarcus, NITRATIRUPTOR AND NITRATIFACTOR MEDIUM
5072,45188,427918,Nitriliruptor alkaliphilus, NITRILIRUPTOR ALKALIPHILUS MEDIUM
5073,16316,267850,Nitrincola lacisaponensis, NITRINCOLA medium
5074,10229,912,Nitrobacter hamburgensis, AUTOTROPHIC NITROBACTER MEDIUM
5075,10236,29421,Nitrobacter vulgaris, AUTOTROPHIC NITROBACTER MEDIUM
5076,10237,913,Nitrobacter winogradskyi, AUTOTROPHIC NITROBACTER MEDIUM
5077,44432,120957,Nocardia abscessus, GYM STREPTOMYCES medium
5078,45049,404580,Nocardia acidivorans, GYM STREPTOMYCES medium
5079,44491,134964,Nocardia african, TRYPTICASE SOY BROTH AGAR
5080,44684,225051,Nocardia alb, GYM STREPTOMYCES medium
5081,45063,null,Nocardia albiflav, TRYPTICASE SOY BROTH AGAR
5082,44997,472158,Nocardia altamirensis, GYM STREPTOMYCES medium
5083,45066,404578,Nocardia amamiensis, GYM STREPTOMYCES medium
5084,44821,263910,Nocardia anaemiae, TRYPTICASE SOY BROTH AGAR
5085,44805,257277,Nocardia aobensis, TRYPTICASE SOY BROTH AGAR
5086,44729,228600,Nocardia araoensis, TRYPTICASE SOY BROTH AGAR
5087,45379,null,Nocardia artemisiae, GYM STREPTOMYCES medium
5088,44731,228602,Nocardia arthritidis, TRYPTICASE SOY BROTH AGAR
5089,44668,209252,Nocardia asiatic, GYM STREPTOMYCES medium
5090,43573,1824,Nocardia asteroides, GYM STREPTOMYCES medium
5091,45494,95162,Nocardia beijingensis, GYM STREPTOMYCES medium
5092,45135,480036,Nocardia blacklockiae, GYM STREPTOMYCES medium
5093,44924,37326,Nocardia brasiliensis, GYM STREPTOMYCES medium
5094,43024,37327,Nocardia brevicaten, BHI-GLUCOSE medium
5095,44831,184756,Nocardia caishijiensis, GYM STREPTOMYCES medium
5096,45353,null,Nocardia callitridis, TRYPTICASE SOY BROTH AGAR
5097,43397,37328,Nocardia carne, GYM STREPTOMYCES medium
5098,44546,85688,Nocardia cerradoensis, TRYPTICASE SOY BROTH AGAR
5099,44804,257281,Nocardia concav, TRYPTICASE SOY BROTH AGAR
5100,44960,356147,Nocardia coubleae, TRYPTICASE SOY BROTH AGAR
5101,44597,53428,Nocardia crassostreae, BHI medium (modified)
5102,44490,165807,Nocardia cummidelens, TRYPTICASE SOY BROTH AGAR
5103,43208,135487,Nocardia cyriacigeorgic, GYM+S medium
5104,44691,163673,Nocardia devorans, GYM STREPTOMYCES medium
5105,44890,300029,Nocardia elegans, TRYPTICASE SOY BROTH AGAR
5106,45666,null,Nocardia endophytic, BHI medium
5107,44883,290231,Nocardia exalbid, GYM STREPTOMYCES medium
5108,43665,37329,Nocardia farcinic, MYCOBACTERIUM medium
5109,44480,53429,Nocardia flavorose, GYM STREPTOMYCES medium
5110,44489,134984,Nocardia flumine, TRYPTICASE SOY BROTH AGAR
5111,44956,352869,Nocardia gamkensis, GYM STREPTOMYCES medium
5112,46019,1818,Nocardia globerul, ORGANIC medium 79
5113,45516,null,Nocardia goodfellowii, GYM STREPTOMYCES medium
5114,45095,358707,Nocardia harenae, GYM STREPTOMYCES medium
5115,44732,228599,Nocardia higoensis, TRYPTICASE SOY BROTH AGAR
5116,44496,145285,Nocardia ignorat, GYM STREPTOMYCES medium
5117,44667,209246,Nocardia inohanensis, GYM STREPTOMYCES medium
5118,45197,204891,Nocardia iowensis, TRYPTICASE SOY BROTH AGAR
5119,44959,328049,Nocardia jejuensis, TRYPTICASE SOY BROTH AGAR
5120,17684,282685,Nocardia jiangxiensis, GYM STREPTOMYCES medium
5121,45048,382504,Nocardia jinanensis, BHI medium
5122,44877,261477,Nocardia kruczakiae, TRYPTICASE SOY BROTH AGAR
5123,44933,299618,Nocardia lijiangensis, TRYPTICASE SOY BROTH AGAR
5124,44952,279262,Nocardia mexican, GYM STREPTOMYCES medium
5125,45174,508464,Nocardia mikamii, TRYPTICASE SOY BROTH AGAR
5126,17685,282684,Nocardia miyunensis, GYM STREPTOMYCES medium
5127,44717,236511,Nocardia neocaledoniensis, GYM STREPTOMYCES medium
5128,44670,209249,Nocardia niigatensis, GYM STREPTOMYCES medium
5129,44978,356145,Nocardia ninae, GYM STREPTOMYCES medium
5130,45340,626084,Nocardia niwae, TRYPTICASE SOY BROTH AGAR
5131,43843,37330,Nocardia nov, GYM STREPTOMYCES medium
5132,44692,null,Nocardia novocastrense, GYM STREPTOMYCES medium
5133,43242,1823,Nocardia otitidiscaviarum, BHI-GLUCOSE medium
5134,44386,114259,Nocardia paucivorans, COLUMBIA BLOOD medium
5135,44730,228601,Nocardia pneumoniae, TRYPTICASE SOY BROTH AGAR
5136,44932,280618,Nocardia polyresistens, TRYPTICASE SOY BROTH AGAR
5137,44290,45979,Nocardia pseudobrasiliensis, MEDIUM 535 MODIFIED FOR DSM 44290
5138,43406,189540,Nocardia pseudovaccinii, ORGANIC medium 79
5139,44699,208602,Nocardia puris, GYM STREPTOMYCES medium
5140,45147,426716,Nocardia rhamnosiphil, ISP2 medium
5141,40472,53431,Nocardia salmonicid, TRYPTICASE SOY BROTH AGAR
5142,44129,37332,Nocardia seriolae, GYM STREPTOMYCES medium
5143,44733,228596,Nocardia shimofusensis, GYM STREPTOMYCES medium
5144,44766,248552,Nocardia sienat, TRYPTICASE SOY BROTH AGAR
5145,45488,134962,Nocardia soli, GYM STREPTOMYCES medium
5146,6249,null,Nocardia sp., CORYNEBACTERIUM AGAR
5147,45078,419477,Nocardia speluncae, TRYPTICASE SOY BROTH AGAR
5148,44801,259390,Nocardia takedensis, TRYPTICASE SOY BROTH AGAR
5149,44704,228006,Nocardia tenerifensis, TRYPTICASE SOY BROTH AGAR
5150,44935,455432,Nocardia terpenic, GYM STREPTOMYCES medium
5151,44765,248551,Nocardia testace, TRYPTICASE SOY BROTH AGAR
5152,44808,257275,Nocardia thailandic, TRYPTICASE SOY BROTH AGAR
5153,45517,null,Nocardia thraciensis, GYM STREPTOMYCES medium
5154,43405,37333,Nocardia transvalensis, GYM STREPTOMYCES medium
5155,44996,null,Nocardia tsunamiensis, GYM STREPTOMYCES medium
5156,43136,53432,Nocardia uniformis, GYM STREPTOMYCES medium
5157,43285,1822,Nocardia vaccinii, Peptone MEAT EXTRACT GLYCEROL AGAR
5158,44807,257274,Nocardia vermiculat, TRYPTICASE SOY BROTH AGAR
5159,43557,132249,Nocardia veteran, GYM STREPTOMYCES medium
5160,44638,96468,Nocardia vinace, GYM STREPTOMYCES medium
5161,45136,480035,Nocardia wallacei, GYM STREPTOMYCES medium
5162,44895,238964,Nocardia xishanensis, GYM STREPTOMYCES medium
5163,44669,209247,Nocardia yamanashiensis, GYM STREPTOMYCES medium
5164,19323,433664,Nocardioides agariphilus, R2A medium
5165,43874,1841,Nocardioides albus, GYM+S medium
5166,16699,281714,Nocardioides alkalitolerans, TRYPTICASE SOY Yeast extract medium
5167,23325,null,Nocardioides alpinus, R2A medium
5168,11439,null,Nocardioides aquaticus, MEDIUM 621a MODIFIED FOR DSM 11439
5169,17295,203799,Nocardioides aquiterrae, R2A medium
5170,15131,200618,Nocardioides aromaticivorans, TRYPTICASE SOY Yeast extract medium
5171,22259,472178,Nocardioides basaltis, MEDIUM 514 MODIFIED FOR DSM 22259
5172,19320,433657,Nocardioides bigeumensis, R2A medium
5173,23134,574700,Nocardioides caeni, R2A medium
5174,22177,634770,Nocardioides caricicol, R2A medium
5175,23819,634462,Nocardioides daedukensis, TRYPTICASE SOY Yeast extract medium
5176,25320,null,Nocardioides daejeonensis, R2A medium
5177,18664,402297,Nocardioides daphniae, TRYPTICASE SOY Yeast extract medium
5178,19318,433652,Nocardioides dilutus, R2A medium
5179,22004,450734,Nocardioides dokdonensis, TRYPTICASE SOY Yeast extract medium
5180,19084,317019,Nocardioides dubius, TRYPTICASE SOY Yeast extract medium
5181,22017,402596,Nocardioides exalbidus, TRYPTICASE SOY Yeast extract medium
5182,18445,375542,Nocardioides furvisabuli, R2A medium
5183,16411,252230,Nocardioides ganghwensis, BACTO MARINE BROTH (DIFCO 2216)
5184,21362,null,Nocardioides ginsengagri, MEDIUM 830 MODIFIED FOR DSM 21362
5185,17921,363868,Nocardioides ginsengisoli, R2A medium
5186,19273,433660,Nocardioides halotolerans, R2A medium
5187,21479,443157,Nocardioides hankookensis, R2A medium
5188,23133,null,Nocardioides humi, R2A medium
5189,21673,null,Nocardioides hungaricus, R2A medium
5190,18584,397258,Nocardioides hwasunensis, TRYPTICASE SOY Yeast extract medium
5191,17944,394734,Nocardioides insulae, TRYPTICASE SOY Yeast extract medium
5192,25935,715784,Nocardioides iriomotensis, RICH medium
5193,19321,433663,Nocardioides islandensis, R2A medium
5194,20641,1843,Nocardioides jensenii, CORYNEBACTERIUM AGAR
5195,19082,349522,Nocardioides kongjuensis, TRYPTICASE SOY Yeast extract medium
5196,19266,433651,Nocardioides koreensis, R2A medium
5197,16314,305517,Nocardioides kribbensis, R2A medium
